att1,att16,att30,att35,att71,att84,att90,att94,att138,att147,att152,att162,att165,att184,att241,att265,att285,att304,att327,att329,att394,att411,att459,att464,att475,att577,att585,att631,att641,att699,att709,att719,att723,att724,att730
1,11.8428,10.276,10.6199,9.01395,8.51385,11.3184,9.64873,12.4534,10.3911,8.62731,10.8934,6.96412,6.7719,7.02784,7.67332,7.41708,6.44422,9.50427,6.65047,8.32543,9.70191,9.34084,6.98342,10.0783,7.45716,10.1745,5.44692,9.51179,5.86241,6.44468,8.8498,10.9366,5.37188,4.25501
1,11.219,10.8096,10.5132,8.84928,8.22562,10.3282,9.0262,11.2167,9.78853,8.34874,11.2312,6.76349,6.8529,7.19817,7.99916,7.15622,6.46981,9.30583,6.62106,8.55839,8.68366,7.76062,7.33256,9.28882,7.49884,10.5749,5.7914,9.29785,5.26703,6.71914,7.96264,9.6239,5.07723,4.17003
1,12.0831,10.8661,10.8183,9.01744,8.58796,11.4198,10.0912,11.9398,10.4821,8.22549,11.0612,6.94855,7.21396,7.19396,8.08117,7.67651,6.19323,9.92371,6.98456,9.26062,9.19116,8.80191,7.05033,9.55514,7.52242,10.3121,5.65996,9.31518,5.99008,6.51264,8.81038,10.7088,5.28083,4.47874
1,11.7587,10.9159,11.3143,9.13597,8.70532,11.3893,10.1111,11.9912,9.74477,8.71138,10.921,7.06393,7.23534,6.9257,7.6477,7.59947,6.8274,9.61398,7.41334,8.96791,9.87587,9.40873,6.81113,9.24638,7.31126,11.4777,5.76278,9.74068,5.55496,7.19873,8.36218,9.9792,5.45492,4.37471
1,11.5942,10.9894,10.8425,9.00125,8.62677,11.7583,10.2414,11.1895,9.36709,8.0427,10.7689,6.67329,6.69997,7.21587,7.40456,7.47029,6.49308,9.89483,7.30712,8.41668,9.97266,9.22506,7.39455,8.41377,7.25129,10.4844,5.85398,8.53742,4.88406,6.92018,7.93576,9.56758,5.19506,4.24615
1,11.8911,10.9242,10.9186,9.1923,8.83765,11.0423,9.38592,12.8014,10.1122,8.47361,10.6072,7.30667,6.52291,6.59819,8.05369,7.20371,6.17559,9.51082,7.43983,8.99526,9.34215,9.12807,7.31899,10.1984,7.49029,10.4166,5.61749,9.21496,5.66933,6.47148,8.56016,11.0693,5.14416,4.42804
1,10.8527,10.7332,11.5566,9.80613,8.68574,11.2124,10.7808,11.9552,9.37348,11.291,9.94312,7.11719,6.59968,7.02821,8.13891,7.34565,6.47317,8.40067,7.4002,9.66724,8.74013,9.25728,7.52094,8.45337,8.11937,10.0397,5.8044,8.1422,5.26498,7.05038,8.47626,9.89385,5.14762,4.23848
1,11.9558,11.1169,10.8802,9.38086,8.58216,10.9588,9.49623,11.9956,9.87142,8.78716,10.5956,6.30989,6.96206,7.05423,7.94813,7.06386,6.19856,9.24655,7.55676,8.57429,9.71491,9.22935,6.34813,9.76406,7.05844,11.3257,5.34622,9.96967,5.45809,6.57316,8.54497,10.7696,5.15441,4.2375
1,11.6098,10.7608,10.8097,9.39213,8.91238,11.3455,9.66578,12.2633,9.94644,10.2254,10.517,6.66842,6.93958,7.00652,8.03674,7.19052,6.36037,9.50439,6.54537,8.81052,9.73838,9.64706,6.797,9.90223,7.44896,10.5444,5.59207,9.26517,6.05181,6.69658,8.31853,10.837,5.47588,4.28309
1,11.554,10.838,11.3022,9.03222,8.94362,11.0873,9.90305,11.6583,9.17691,8.06433,10.4195,6.83565,6.9411,7.50953,7.92805,7.72891,6.67006,8.24732,7.11761,8.71547,9.48613,8.43,6.7646,9.11568,8.07159,9.36813,5.75091,8.62519,5.67495,7.16621,8.27972,9.67656,5.20347,4.18715
1,11.8198,11.2496,11.2437,9.28138,8.71661,11.1181,9.41287,12.1875,10.1473,9.3335,11.0092,6.76633,6.87678,7.70375,7.91094,7.38638,6.33217,9.47638,7.51585,8.5649,9.99029,9.28986,6.60241,9.79177,7.31861,11.5156,5.37316,10.2787,5.80476,6.89791,8.37882,10.7136,5.08131,4.21948
1,10.8261,10.0934,10.0786,9.15106,8.51608,10.5763,8.19771,11.1561,9.04527,8.65069,9.68018,6.21537,6.92052,6.83663,7.80198,6.80848,7.1967,8.60043,6.61249,9.44314,9.13095,8.86661,7.03641,8.08277,8.13256,9.50349,5.92507,8.29835,5.62851,7.1012,7.62173,9.60778,5.04838,4.13378
1,11.4262,10.9647,11.1673,8.97182,8.33061,10.4393,8.98999,11.4907,10.4839,8.14337,12.4888,6.64713,7.27606,7.39782,7.73828,7.25636,6.54513,9.24231,7.40426,8.52298,9.60788,8.42774,7.0263,8.88359,7.46293,10.0547,5.44011,9.1743,5.99562,6.9029,8.13395,10.0714,5.50115,4.18317
1,11.4737,10.6014,11.2576,9.1797,8.61558,10.5983,9.08292,11.6041,9.89505,8.91513,11.1315,6.7526,7.07892,7.26295,7.92804,7.43538,6.61103,9.02636,7.09536,8.59073,9.49991,8.81637,6.9315,8.922,7.62171,10.2255,5.60246,9.25678,5.95709,6.7551,8.09093,10.0624,5.30119,4.07257
1,11.4774,9.49485,9.84352,9.2149,8.37222,10.4338,8.32329,11.6984,10.2062,8.37793,9.69485,6.81456,6.68732,6.95813,7.66515,6.81362,6.65657,9.41904,6.85831,8.35807,9.5427,9.32254,6.95202,10.1315,7.49888,9.62505,5.47677,9.33874,5.4894,6.42958,8.60249,11.0457,4.97678,4.22375
1,11.4593,10.5237,11.3975,9.01624,8.61449,10.5334,8.83382,11.0999,9.51718,7.9661,10.9931,6.58962,6.91179,7.48699,8.12601,7.40247,6.47086,8.42433,7.60313,8.52988,9.76059,8.22949,7.06346,8.64664,7.63426,10.0298,5.72913,8.40066,5.21565,6.64131,7.87527,9.69844,4.8556,4.2712
1,11.6719,10.9222,11.075,9.49501,8.41505,10.6338,9.16458,11.4503,9.64045,8.67785,11.3995,6.09804,7.14164,7.47691,7.99237,7.61432,6.44117,8.72385,7.38946,8.45492,9.66214,8.56399,6.77842,8.79892,7.33936,10.4402,5.5451,9.12625,5.35554,7.20462,7.68573,9.83101,5.30198,4.10994
1,11.5547,11.0045,11.0027,9.17328,8.52591,10.5894,9.39636,11.5424,9.51268,8.47944,11.1469,7.01092,6.9389,7.26473,8.10938,7.0811,6.69523,8.66127,7.29393,8.65942,9.30824,9.11714,7.29544,9.00628,7.68978,10.874,5.78892,9.24033,5.16794,6.99529,7.84099,9.77367,5.46385,4.15301
1,11.9528,10.6922,10.8131,9.45813,8.27615,11.2026,9.48727,12.0172,10.4648,9.22563,12.021,6.76727,6.78788,7.11861,7.84561,7.70254,6.20697,9.0663,7.10444,8.39885,9.88446,8.76268,6.97259,9.7292,7.50272,10.5023,5.44692,8.68611,6.01218,6.88426,8.72849,10.4341,5.23432,4.19906
1,11.79,10.6516,11.3193,8.98512,8.73361,11.6678,9.55092,11.7877,10.2019,8.72535,10.4722,6.32586,6.70356,6.71196,7.7672,7.64263,6.42595,9.11109,6.84501,8.91454,9.9074,8.58608,7.80202,9.3945,7.61523,9.62159,5.70276,8.70497,5.52673,6.56478,8.43325,10.4959,5.31438,4.1185
1,11.6826,9.48314,9.41901,9.75301,8.0162,10.7276,8.48187,11.1126,9.74367,8.61623,10.3208,6.62253,6.71297,6.35027,7.25892,7.12512,6.49724,9.6726,6.95751,8.74529,8.58617,8.57518,7.21125,9.3605,7.66309,8.27883,5.48663,8.65131,5.53908,6.54308,8.4794,10.4665,5.28362,4.44052
1,11.6363,10.6429,10.6815,9.77331,8.4835,10.6466,9.2498,11.4276,9.65832,9.17042,10.3603,6.56164,6.91429,6.94245,7.92918,7.27247,6.70621,9.20313,6.91766,8.68144,8.93119,8.8453,6.72849,9.26254,7.08359,10.6239,5.75999,8.86157,5.2893,7.00944,7.67839,9.71098,5.54693,4.13072
1,11.7483,10.8752,11.1446,9.14735,8.7967,10.5564,9.49653,11.5205,9.80691,8.49195,11.9852,6.17537,7.13973,7.66843,7.90295,7.23981,6.41073,8.98944,7.72112,7.94149,10.2048,8.55142,6.64166,9.47189,7.42452,10.1372,5.22218,8.92336,5.41572,6.68962,8.35982,10.6952,5.33615,4.21524
1,11.8379,11.127,11.9809,9.19774,9.05598,11.7408,10.5584,11.741,9.88177,8.59285,11.1665,7.33586,7.21893,7.4245,8.36273,7.90761,6.19118,8.37697,7.13193,9.64244,9.525,8.58215,7.23811,8.87841,7.41583,10.609,5.70812,8.4069,5.89135,7.25716,8.77828,10.3696,5.37586,4.28514
1,11.2263,10.9629,11.8639,9.12492,8.65773,10.8216,9.19173,11.9821,9.41527,8.48494,11.0154,7.11495,7.31934,7.19084,7.92632,7.3497,6.6388,8.86053,6.64513,9.01153,9.60636,9.16285,6.85114,8.70368,7.57315,10.9303,5.94619,8.86587,5.40079,7.14568,7.88499,9.69703,5.34219,4.29144
1,11.7709,10.7748,10.6185,8.63797,8.44824,11.0582,9.29332,12.0703,10.2259,8.14646,10.9166,6.64608,6.72388,7.30532,8.07434,7.3719,6.13049,9.66,6.73753,9.44014,9.52036,8.47838,6.90927,9.53799,7.33102,10.2893,5.56329,8.77301,5.87067,6.5436,8.73766,10.9096,5.30209,4.2494
1,11.1892,10.9582,11.1101,9.37077,8.12027,10.5045,9.52488,10.9382,9.20113,8.03752,11.0463,6.56774,7.19999,7.32747,8.01182,7.39917,6.70651,8.38295,6.99132,8.47834,9.74368,8.22271,6.84861,8.18665,8.12243,10.6705,5.67569,8.75744,5.22019,7.21134,7.56218,9.10558,5.34111,4.16827
1,11.3985,10.229,10.147,9.12063,8.36565,10.4693,8.61169,11.2508,9.81269,8.87311,10.8182,6.36852,6.86806,7.15867,7.82675,7.20044,6.58529,9.50988,6.81352,8.26035,9.29836,8.13007,7.21282,9.43405,7.1545,9.65651,5.82571,8.81095,5.61053,6.78545,8.03332,10.3355,5.51383,4.35918
